"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP","AVG. DIFF ","% OVER "
"199",12,"Sam Darnold",SEA,"QB27","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-22","+2.4","75% (12/16)"
"200",12,"Los Angeles Rams",LAR,"DST8","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","+21","+0.1","37% (6/16)"
"201",12,"Dameon Pierce",HOU,"RB68","6","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+66","-0.3","20% (2/10)"
"202",12,"Cade Otton",TB,"TE24","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-11","+0.3","50% (7/14)"
"203",12,"DeAndre Hopkins",BAL,"WR73","7","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-32","-1.0","31% (5/16)"
"204",12,"Brashard Smith",KC,"RB69","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+41","-","-"
"205",12,"Mason Taylor",NYJ,"TE25","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-9","-","-"
"206",12,"Elic Ayomanor",TEN,"WR74","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+53","-","-"
"207",12,"Chase McLaughlin",TB,"K4","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-24","+1.7","56% (9/16)"
"208",12,"Darius Slayton",NYG,"WR75","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+69","-0.5","33% (5/15)"
"209",12,"Los Angeles Chargers",LAC,"DST9","12","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","+53","-0.8","43% (7/16)"
"210",12,"Detroit Lions",DET,"DST10","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-23","-0.4","37% (6/16)"
"211",12,"Ka'imi Fairbairn",HOU,"K5","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-29","+2.4","75% (12/16)"
"212",12,"Wil Lutz",DEN,"K6","12","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-17","+2.1","50% (8/16)"
"213",12,"Seattle Seahawks",SEA,"DST11","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","+5","+0.6","37% (6/16)"
"214",12,"Miles Sanders",DAL,"RB70","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+40","-1.5","20% (2/10)"
"215",12,"Keaton Mitchell",BAL,"RB71","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+7","-0.9","0% (0/3)"
"216",12,"Pat Bryant",DEN,"WR76","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+34","-","-"
"217",12,"Green Bay Packers",GB,"DST12","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-15","-0.6","37% (6/16)"
"218",12,"Jaylin Noel",HOU,"WR77","6","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+56","-","-"
"219",12,"Jalen Coker",CAR,"WR78","14","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+14","+1.9","44% (4/9)"
"220",12,"Michael Wilson",ARI,"WR79","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","+69","-0.1","50% (8/16)"
"221",12,"Chris Boswell",PIT,"K7","5","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-43","+3.5","62% (10/16)"
"222",12,"Andrei Iosivas",CIN,"WR80","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+60","+0.5","50% (8/16)"
"223",12,"Pat Freiermuth",PIT,"TE26","5","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-29","+0.9","50% (8/16)"
"224",12,"Dallas Cowboys",DAL,"DST13","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","0 out of 5 stars","+10","-2.1","25% (4/16)"
"225",12,"Ja'Tavion Sanders",CAR,"TE27","14","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+41","-0.2","46% (7/15)"
"226",12,"Chris Rodriguez Jr.",WAS,"RB72","12","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+23","+2.5","42% (3/7)"
"227",12,"Dyami Brown",JAC,"WR81","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+49","-0.3","40% (6/15)"
"228",12,"Isaac TeSlaa",DET,"WR82","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-17","-","-"
"229",12,"San Francisco 49ers",SF,"DST14","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-37","-2.0","25% (4/16)"
"230",12,"Tory Horton",SEA,"WR83","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+10","-","-"
"231",12,"Aaron Rodgers",PIT,"QB28","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-62","-0.3","50% (8/16)"
"232",12,"Kareem Hunt",KC,"RB73","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-72","+0.7","53% (7/13)"
"233",12,"Tyler Bass",BUF,"K8","7","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-35","+0.9","50% (8/16)"
"234",12,"Jarquez Hunter",LAR,"RB74","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+31","-","-"
"235",12,"Kansas City Chiefs",KC,"DST15","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-55","-0.8","31% (5/16)"
"236",12,"Harrison Butker",KC,"K9","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-55","+0.1","58% (7/12)"
"237",12,"Sean Tucker",TB,"RB75","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+38","+1.9","40% (6/15)"
"238",12,"Juwan Johnson",NO,"TE28","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+55","-0.1","50% (8/16)"
"239",12,"Calvin Austin III",PIT,"WR84","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+71","+1.6","43% (7/16)"
"240",12,"Elijah Arroyo",SEA,"TE29","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-43","-","-"
"241",12,"Jack Bech",LV,"WR85","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-6","-","-"
"242",12,"New York Jets",NYJ,"DST16","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-14","-3.7","12% (2/16)"
"243",12,"New England Patriots",NE,"DST17","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-17","-1.3","25% (4/16)"
"244",12,"Jake Elliott",PHI,"K10","9","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-41","+0.5","56% (9/16)"
"245",12,"Troy Franklin",DEN,"WR86","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+13","-","-"
"246",13,"Amari Cooper",LV,"WR87","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-16","-2.3","28% (4/14)"
"247",13,"Darren Waller",MIA,"TE30","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-47","-","-"
"248",13,"MarShawn Lloyd",GB,"RB76","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+60","-0.6","33% (1/3)"
"249",13,"Dalton Schultz",HOU,"TE31","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+3","-1.1","31% (5/16)"
"250",13,"Arizona Cardinals",ARI,"DST18","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-7","-1.3","37% (6/16)"
"251",13,"Theo Johnson",NYG,"TE32","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+46","0.0","41% (5/12)"
"252",13,"Adonai Mitchell",IND,"WR88","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+29","-2.5","18% (3/16)"
"253",13,"Matt Gay",WAS,"K11","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-33","+1.2","73% (11/15)"
"254",13,"Tyler Lockett",TEN,"WR89","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+18","-2.0","31% (5/16)"
"255",13,"Jalen Royals",KC,"WR90","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+36","-","-"
"256",13,"Daniel Jones",IND,"QB29","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-5","-1.8","40% (4/10)"
"257",13,"KaVontae Turpin",DAL,"WR91","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"258",13,"Harold Fannin Jr.",CLE,"TE33","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+29","-","-"
"259",13,"Raheem Mostert",LV,"RB77","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+2","-1.2","41% (5/12)"
"260",13,"Tampa Bay Buccaneers",TB,"DST19","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-48","-1.5","31% (5/16)"
"261",13,"Malik Washington",MIA,"WR92","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+69","+0.4","45% (5/11)"
"262",13,"Roman Wilson",PIT,"WR93","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+22","-","-"
"263",13,"Chicago Bears",CHI,"DST20","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-17","+0.7","43% (7/16)"
"264",13,"Ray-Ray McCloud III",ATL,"WR94","5","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+37","-","-"
"265",13,"Evan McPherson",CIN,"K12","10","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-61","+0.1","50% (6/12)"
"266",13,"Younghoe Koo",ATL,"K13","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-56","+0.6","53% (8/15)"
"267",13,"Jalen McMillan",TB,"WR95","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-12","+1.6","46% (6/13)"
"268",13,"Russell Wilson",NYG,"QB30","14","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-21","+1.4","50% (5/10)"
"269",13,"Tutu Atwell",LAR,"WR96","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"270",13,"Emanuel Wilson",GB,"RB78","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+54","+1.0","43% (7/16)"
"271",13,"Dontayvion Wicks",GB,"WR97","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+7","-1.1","25% (4/16)"
"272",13,"Noah Gray",KC,"TE34","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+46","+2.1","68% (11/16)"
"273",13,"Jordan James",SF,"RB79","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+52","-","-"
"274",13,"Anthony Richardson Sr.",IND,"QB31","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-30","-1.4","30% (4/13)"
"275",13,"Elijah Mitchell",KC,"RB80","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+21","-","-"
"276",13,"Cole Kmet",CHI,"TE35","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+47","+0.2","37% (6/16)"
"277",13,"Tre Tucker",LV,"WR98","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","0.0","31% (5/16)"
"278",13,"Joshua Karty",LAR,"K14","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-21","+0.2","56% (9/16)"
"279",13,"Joe Flacco",CLE,"QB32","9","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-23","-","-"
"280",13,"Devin Neal",NO,"RB81","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+25","-","-"
"281",13,"Will Reichard",MIN,"K15","6","Coach Upside rating","Coach Bust rating","0 out of 5 stars","-50","+2.6","66% (8/12)"
"282",13,"Trevor Etienne",CAR,"RB82","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+32","-","-"
"283",13,"Jalen Nailor",MIN,"WR99","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-","+0.9","43% (7/16)"
"284",13,"Ty Johnson",BUF,"RB83","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","+2.5","62% (10/16)"
"285",14,"Devaughn Vele",NO,"WR100","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","+1.2","50% (6/12)"
"286",14,"Tyler Shough",NO,"QB33","11","Coach Upside rating","Coach Bust rating","5 out of 5 stars","+54","-","-"
"287",14,"Chris Brooks",GB,"RB84","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","+0.7","40% (4/10)"
"288",14,"Jaxson Dart",NYG,"QB34","14","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-50","-","-"
"289",14,"Terrance Ferguson",LAR,"TE36","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+27","-","-"
"290",14,"Devin Singletary",NYG,"RB85","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+16","-1.3","35% (5/14)"
"291",14,"Washington Commanders",WAS,"DST21","12","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-90","-3.1","12% (2/16)"
"292",14,"Jalen Tolbert",DAL,"WR101","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+86","+1.4","56% (9/16)"
"293",14,"Jaylin Lane",WAS,"WR102","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"294",14,"Olamide Zaccheaus",CHI,"WR103","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"295",14,"Luke McCaffrey",WAS,"WR104","12","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-","-1.8","25% (4/16)"
"296",14,"Kenneth Gainwell",PIT,"RB86","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-10","-0.2","50% (8/16)"
"297",14,"Kalel Mullings",TEN,"RB87","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"298",14,"Tyler Loop",BAL,"K16","7","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-99","-","-"
"299",14,"Jalen Milroe",SEA,"QB35","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+46","-","-"
"300",14,"Tyler Higbee",LAR,"TE37","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+12","-","-"
"301",14,"Noah Brown",WAS,"WR105","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"302",14,"Nick Westbrook-Ikhine",MIA,"WR106","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","+2.5","50% (7/14)"
"303",14,"Elijah Moore",BUF,"WR107","7","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-1.0","31% (5/16)"
"304",14,"Jordan Whittington",LAR,"WR108","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+61","-","-"
"305",14,"Brandin Cooks",NO,"WR109","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+66","-1.0","18% (2/11)"
"306",14,"Jaleel McLaughlin",DEN,"RB88","12","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+14","-0.5","40% (6/15)"
"307",14,"Parker Washington",JAC,"WR110","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","+0.7","40% (6/15)"
"308",14,"Jason Sanders",MIA,"K17","12","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-40","+2.9","75% (12/16)"
"309",14,"Josh Reynolds",NYJ,"WR111","9","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"310",14,"Kayshon Boutte",NE,"WR112","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+21","+1.2","53% (8/15)"
"311",14,"Isaiah Davis",NYJ,"RB89","9","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-","+0.8","50% (4/8)"
"312",14,"KeAndre Lambert-Smith",LAC,"WR113","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+14","-","-"
"313",14,"Cleveland Browns",CLE,"DST22","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-53","-2.1","31% (5/16)"
"314",14,"Tyquan Thornton",KC,"WR114","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-","-","-"
"315",14,"Jamari Thrash",CLE,"WR115","9","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"316",14,"Samaje Perine",CIN,"RB90","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"317",14,"Antonio Gibson",NE,"RB91","14","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-44","-0.9","31% (5/16)"
"318",14,"Zay Jones",ARI,"WR116","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"319",14,"Ben Sinnott",WAS,"TE38","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+48","-0.4","21% (3/14)"
"320",14,"A.J. Dillon",PHI,"RB92","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-49","-","-"
"321",14,"Daniel Carlson",LV,"K18","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-102","+1.5","56% (9/16)"
"322",14,"Tyler Conklin",LAC,"TE39","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-30","-","-"
"323",14,"Kyle Juszczyk",SF,"RB93","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"324",14,"Oronde Gadsden II",LAC,"TE40","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-24","-","-"
"325",14,"Zamir White",LV,"RB94","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-4.3","12% (1/8)"
"326",14,"Spencer Rattler",NO,"QB36","11","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-63","-","-"
"327",14,"Miami Dolphins",MIA,"DST23","12","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-91","-1.9","31% (5/16)"
"328",14,"Shedeur Sanders",CLE,"QB37","9","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-120","-","-"
"329",14,"Hunter Renfrow",CAR,"WR117","14","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"330",14,"Brandon McManus",GB,"K19","5","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-106","+0.7","50% (5/10)"
"331",14,"Chimere Dike",TEN,"WR118","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"332",14,"AJ Barner",SEA,"TE41","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"333",14,"Diontae Johnson",FA,"WR119","-","Coach Upside rating","Coach Bust rating","-","+10","-2.5","23% (3/13)"
"334",14,"Noah Fant",CIN,"TE42","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+38","-0.4","38% (5/13)"
"335",14,"New York Giants",NYG,"DST24","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-119","-2.4","25% (4/16)"
"336",14,"Jermaine Burton",CIN,"WR120","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-0.4","16% (2/12)"
"337",14,"Dawson Knox",BUF,"TE43","7","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"338",14,"Taysom Hill",NO,"TE44","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+9","+4.6","50% (4/8)"
"339",14,"Tyrod Taylor",NYJ,"QB38","9","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-","-","-"
"340",15,"Damien Martinez",SEA,"RB95","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"341",15,"Tez Johnson",TB,"WR121","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"342",15,"Marquez Valdes-Scantling",SF,"WR122","14","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"343",15,"Will Dissly",LAC,"TE45","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-0.1","42% (6/14)"
"344",15,"Arian Smith",NYJ,"WR123","9","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"345",15,"Tim Patrick",JAC,"WR124","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","+0.7","53% (8/15)"
"346",15,"Michael Mayer",LV,"TE46","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"347",15,"Josh Oliver",MIN,"TE47","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"348",15,"Alec Ingold",MIA,"RB96","12","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-","-","-"
"349",15,"Austin Hooper",NE,"TE48","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"350",15,"Luke Musgrave",GB,"TE49","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"351",15,"Gunnar Helm",TEN,"TE50","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"352",15,"Christian Watson",GB,"WR125","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+12","-1.8","28% (4/14)"
"353",15,"Phil Mafah",DAL,"RB97","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"354",15,"Jimmy Garoppolo",LAR,"QB39","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"355",15,"Cincinnati Bengals",CIN,"DST25","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-102","-4.0","25% (4/16)"
"356",15,"Darnell Washington",PIT,"TE51","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-","-","-"
"357",15,"Gabe Davis",FA,"WR126","-","Coach Upside rating","Coach Bust rating","-","-","-3.3","10% (1/10)"
"358",15,"Jacksonville Jaguars",JAC,"DST26","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","0","-2.4","25% (4/16)"
"359",15,"Jahan Dotson",PHI,"WR127","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"360",15,"George Holani",SEA,"RB98","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-","-","-"
"361",15,"Greg Dortch",ARI,"WR128","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"362",15,"Dare Ogunbowale",HOU,"RB99","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-","-","-"
"363",15,"Dillon Gabriel",CLE,"QB40","9","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"364",15,"Savion Williams",GB,"WR129","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"365",15,"Tai Felton",MIN,"WR130","6","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"366",15,"Kalif Raymond",DET,"WR131","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-","-","-"
"367",15,"Cade Stover",HOU,"TE52","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"368",15,"Grant Calcaterra",PHI,"TE53","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"369",15,"Luke Schoonmaker",DAL,"TE54","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"370",15,"JuJu Smith-Schuster",KC,"WR132","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"371",15,"Allen Lazard",NYJ,"WR133","9","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"372",15,"Van Jefferson",TEN,"WR134","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-","-","-"
"373",15,"Sincere McCormick",SF,"RB100","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-0.7","75% (3/4)"
"374",15,"Colby Parkinson",LAR,"TE55","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-","-","-"
"375",15,"Mack Hollins",NE,"WR135","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"376",15,"Demarcus Robinson",SF,"WR136","14","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-0.3","31% (5/16)"
"377",15,"Kimani Vidal",LAC,"RB101","12","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-1.6","11% (1/9)"
"378",15,"Hassan Haskins",LAC,"RB102","12","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-","-","-"
"379",15,"Devontez Walker",BAL,"WR137","7","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-","-","-"
"380",15,"Xavier Restrepo",TEN,"WR138","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-26","-","-"
"381",15,"Emari Demercado",ARI,"RB103","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"382",15,"Ty Chandler",MIN,"RB104","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-1.5","25% (4/16)"
"383",15,"Efton Chism III",NE,"WR139","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-104","-","-"
"384",15,"Payne Durham",TB,"TE56","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-","-","-"
"385",15,"Foster Moreau",NO,"TE57","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"386",15,"Jimmy Horn Jr.",CAR,"WR140","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-","-","-"
"387",15,"Kenny Pickett",LV,"QB41","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"388",15,"Indianapolis Colts",IND,"DST27","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-36","-3.6","18% (3/16)"
"389",15,"Khalil Herbert",FA,"RB105","-","Coach Upside rating","Coach Bust rating","-","-","-1.7","15% (2/13)"
"390",15,"Robert Woods",PIT,"WR141","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"391",15,"Atlanta Falcons",ATL,"DST28","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-","-2.5","18% (3/16)"
"392",15,"Curtis Samuel",BUF,"WR142","7","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"393",15,"Tyler Goodson",IND,"RB106","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-","-","-"
"394",15,"Jeremy McNichols",WAS,"RB107","12","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"395",15,"John Metchie III",PHI,"WR143","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","+0.5","33% (4/12)"
"396",16,"Jameis Winston",NYG,"QB42","14","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-","+2.9","60% (6/10)"
"397",16,"Julius Chestnut",TEN,"RB108","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"398",16,"Isaiah Bond",CLE,"WR144","9","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"399",16,"Cam Akers",FA,"RB109","-","Coach Upside rating","Coach Bust rating","-","-","+0.6","43% (7/16)"
"400",16,"LeQuint Allen Jr.",JAC,"RB110","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"401",16,"Zack Moss",FA,"RB111","-","Coach Upside rating","Coach Bust rating","-","-","-1.9","37% (3/8)"
"402",16,"Mitchell Evans",CAR,"TE58","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-","-","-"
"403",16,"Las Vegas Raiders",LV,"DST29","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-48","-2.0","31% (5/16)"
