"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP","AVG. DIFF ","% OVER "
"199",9,"DJ Giddens",IND,"RB65","11","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+30","-","-"
"200",9,"Mason Taylor",NYJ,"TE26","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-4","-","-"
"201",9,"Cameron Dicker",LAC,"K2","12","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-68","+2.6","68% (11/16)"
"202",9,"Detroit Lions",DET,"DST9","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-15","-0.4","37% (6/16)"
"203",9,"Jake Bates",DET,"K3","8","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-63","+0.9","62% (10/16)"
"204",9,"Kendre Miller",NO,"RB66","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+35","-1.5","28% (2/7)"
"205",9,"Elic Ayomanor",TEN,"WR74","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+54","-","-"
"206",10,"Aaron Rodgers",PIT,"QB28","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-37","-0.3","50% (8/16)"
"207",10,"Wil Lutz",DEN,"K4","12","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-12","+2.1","50% (8/16)"
"208",10,"Green Bay Packers",GB,"DST10","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-6","-0.6","37% (6/16)"
"209",10,"Seattle Seahawks",SEA,"DST11","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","+9","+0.6","37% (6/16)"
"210",10,"Justice Hill",BAL,"RB67","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+22","+1.7","53% (8/15)"
"211",10,"Adonai Mitchell",IND,"WR75","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+70","-2.5","18% (3/16)"
"212",10,"Los Angeles Rams",LAR,"DST12","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","+9","+0.1","37% (6/16)"
"213",10,"Pat Bryant",DEN,"WR76","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+37","-","-"
"214",10,"Ka'imi Fairbairn",HOU,"K5","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-32","+2.4","75% (12/16)"
"215",10,"Kareem Hunt",KC,"RB68","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-55","+0.7","53% (7/13)"
"216",10,"Darius Slayton",NYG,"WR77","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+61","-0.5","33% (5/15)"
"217",10,"Michael Wilson",ARI,"WR78","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","+72","-0.1","50% (8/16)"
"218",10,"Dameon Pierce",HOU,"RB69","6","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+49","-0.3","20% (2/10)"
"219",10,"Chase McLaughlin",TB,"K6","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-36","+1.7","56% (9/16)"
"220",10,"Los Angeles Chargers",LAC,"DST13","12","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","+42","-0.8","43% (7/16)"
"221",10,"Keaton Mitchell",BAL,"RB70","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+1","-0.9","0% (0/3)"
"222",10,"Dalton Schultz",HOU,"TE27","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+30","-1.1","31% (5/16)"
"223",10,"Daniel Jones",IND,"QB29","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+28","-1.8","40% (4/10)"
"224",10,"Jaylin Noel",HOU,"WR79","6","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+50","-","-"
"225",10,"Chris Boswell",PIT,"K7","5","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-47","+3.5","62% (10/16)"
"226",10,"Ja'Tavion Sanders",CAR,"TE28","14","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+40","-0.2","46% (7/15)"
"227",10,"MarShawn Lloyd",GB,"RB71","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+81","-0.6","33% (1/3)"
"228",10,"Harrison Butker",KC,"K8","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-47","+0.1","58% (7/12)"
"229",10,"Evan McPherson",CIN,"K9","10","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-25","+0.1","50% (6/12)"
"230",10,"New York Jets",NYJ,"DST14","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-2","-3.7","12% (2/16)"
"231",10,"Tahj Brooks",CIN,"RB72","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+6","-","-"
"232",10,"Tyler Bass",BUF,"K10","7","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-34","+0.9","50% (8/16)"
"233",10,"Andrei Iosivas",CIN,"WR80","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+49","+0.5","50% (8/16)"
"234",10,"San Francisco 49ers",SF,"DST15","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","5 out of 5 stars","-42","-2.0","25% (4/16)"
"235",10,"Juwan Johnson",NO,"TE29","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+58","-0.1","50% (8/16)"
"236",10,"Jack Bech",LV,"WR81","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-1","-","-"
"237",10,"Calvin Austin III",PIT,"WR82","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+73","+1.6","43% (7/16)"
"238",10,"Elijah Arroyo",SEA,"TE30","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-41","-","-"
"239",10,"Tory Horton",SEA,"WR83","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+1","-","-"
"240",10,"Miles Sanders",DAL,"RB73","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+14","-1.5","20% (2/10)"
"241",10,"Brashard Smith",KC,"RB74","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+4","-","-"
"242",10,"Jake Elliott",PHI,"K11","9","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-39","+0.5","56% (9/16)"
"243",10,"Tyler Lockett",TEN,"WR84","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+29","-2.0","31% (5/16)"
"244",10,"Jarquez Hunter",LAR,"RB75","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+21","-","-"
"245",10,"Sean Tucker",TB,"RB76","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+30","+1.9","40% (6/15)"
"246",10,"Jalen Royals",KC,"WR85","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+45","-","-"
"247",10,"Russell Wilson",NYG,"QB30","14","Coach Upside rating","Coach Bust rating","1 out of 5 stars","0","+1.4","50% (5/10)"
"248",10,"Jalen McMillan",TB,"WR86","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+7","+1.6","46% (6/13)"
"249",10,"Anthony Richardson Sr.",IND,"QB31","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-5","-1.4","30% (4/13)"
"250",10,"Roman Wilson",PIT,"WR87","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+34","-","-"
"251",10,"Isaac TeSlaa",DET,"WR88","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-40","-","-"
"252",10,"Dontayvion Wicks",GB,"WR89","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+26","-1.1","25% (4/16)"
"253",10,"Dyami Brown",JAC,"WR90","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+23","-0.3","40% (6/15)"
"254",10,"Devin Neal",NO,"RB77","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+51","-","-"
"255",10,"Younghoe Koo",ATL,"K12","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-45","+0.6","53% (8/15)"
"256",10,"Dont'e Thornton Jr.",LV,"WR91","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-47","-","-"
"257",10,"Cole Kmet",CHI,"TE31","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+66","+0.2","37% (6/16)"
"258",10,"Jaleel McLaughlin",DEN,"RB78","12","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+62","-0.5","40% (6/15)"
"259",10,"Raheem Mostert",LV,"RB79","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+2","-1.2","41% (5/12)"
"260",10,"Malik Washington",MIA,"WR92","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+70","+0.4","45% (5/11)"
"261",10,"Matt Gay",WAS,"K13","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-41","+1.2","73% (11/15)"
"262",10,"Harold Fannin Jr.",CLE,"TE32","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+25","-","-"
"263",10,"Joe Flacco",CLE,"QB32","9","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-7","-","-"
"264",10,"Spencer Rattler",NO,"QB33","11","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-1","-","-"
"265",10,"Devaughn Vele",NO,"WR93","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","+1.2","50% (6/12)"
"266",10,"Tampa Bay Buccaneers",TB,"DST16","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-54","-1.5","31% (5/16)"
"267",10,"Theo Johnson",NYG,"TE33","14","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+30","0.0","41% (5/12)"
"268",11,"Tyler Shough",NO,"QB34","11","Coach Upside rating","Coach Bust rating","5 out of 5 stars","+72","-","-"
"269",11,"Trevor Etienne",CAR,"RB80","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+45","-","-"
"270",11,"Kenneth Gainwell",PIT,"RB81","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+16","-0.2","50% (8/16)"
"271",11,"Dallas Cowboys",DAL,"DST17","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","0 out of 5 stars","-37","-2.1","25% (4/16)"
"272",11,"Elijah Mitchell",KC,"RB82","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+24","-","-"
"273",11,"Devin Singletary",NYG,"RB83","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+33","-1.3","35% (5/14)"
"274",11,"Amari Cooper",LV,"WR94","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-44","-2.3","28% (4/14)"
"275",11,"Brandin Cooks",NO,"WR95","11","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+96","-1.0","18% (2/11)"
"276",11,"Ty Johnson",BUF,"RB84","7","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","+2.5","62% (10/16)"
"277",11,"Kayshon Boutte",NE,"WR96","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+54","+1.2","53% (8/15)"
"278",11,"Joshua Karty",LAR,"K14","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-21","+0.2","56% (9/16)"
"279",11,"Jalen Tolbert",DAL,"WR97","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+99","+1.4","56% (9/16)"
"280",11,"Elijah Moore",BUF,"WR98","7","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-1.0","31% (5/16)"
"281",11,"Noah Gray",KC,"TE34","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+37","+2.1","68% (11/16)"
"282",11,"Antonio Gibson",NE,"RB85","14","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-9","-0.9","31% (5/16)"
"283",11,"Nick Westbrook-Ikhine",MIA,"WR99","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","+2.5","50% (7/14)"
"284",11,"Isaiah Davis",NYJ,"RB86","9","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-","+0.8","50% (4/8)"
"285",11,"Tre Tucker",LV,"WR100","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","0.0","31% (5/16)"
"286",11,"Jaxson Dart",NYG,"QB35","14","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-48","-","-"
"287",11,"Jason Sanders",MIA,"K15","12","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-19","+2.9","75% (12/16)"
"288",11,"Chicago Bears",CHI,"DST18","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-42","+0.7","43% (7/16)"
"289",11,"Darren Waller",MIA,"TE35","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-89","-","-"
"290",11,"Jalen Nailor",MIN,"WR101","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-","+0.9","43% (7/16)"
"291",11,"Emanuel Wilson",GB,"RB87","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+33","+1.0","43% (7/16)"
"292",11,"Parker Washington",JAC,"WR102","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","+0.7","40% (6/15)"
"293",11,"Jordan James",SF,"RB88","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+32","-","-"
"294",11,"Chris Brooks",GB,"RB89","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","+0.7","40% (4/10)"
"295",11,"Tim Patrick",JAC,"WR103","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","+0.7","53% (8/15)"
"296",11,"Cleveland Browns",CLE,"DST19","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-36","-2.1","31% (5/16)"
"297",11,"Daniel Carlson",LV,"K16","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-78","+1.5","56% (9/16)"
"298",11,"Christian Watson",GB,"WR104","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+66","-1.8","28% (4/14)"
"299",11,"Luke McCaffrey",WAS,"WR105","12","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-","-1.8","25% (4/16)"
"300",11,"Will Reichard",MIN,"K17","6","Coach Upside rating","Coach Bust rating","0 out of 5 stars","-69","+2.6","66% (8/12)"
"301",11,"Tyler Loop",BAL,"K18","7","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-102","-","-"
"302",11,"Terrance Ferguson",LAR,"TE36","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+14","-","-"
"303",11,"Ty Chandler",MIN,"RB90","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-1.5","25% (4/16)"
"304",11,"Zamir White",LV,"RB91","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-4.3","12% (1/8)"
"305",11,"New England Patriots",NE,"DST20","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-79","-1.3","25% (4/16)"
"306",11,"Xavier Restrepo",TEN,"WR106","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+48","-","-"
"307",11,"Jermaine Burton",CIN,"WR107","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-0.4","16% (2/12)"
"308",11,"Troy Franklin",DEN,"WR108","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-50","-","-"
"309",11,"Phil Mafah",DAL,"RB92","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"310",11,"Tez Johnson",TB,"WR109","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"311",11,"Arizona Cardinals",ARI,"DST21","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-68","-1.3","37% (6/16)"
"312",11,"Noah Fant",CIN,"TE37","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","+60","-0.4","38% (5/13)"
"313",11,"Ray-Ray McCloud III",ATL,"WR110","5","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-12","-","-"
"314",11,"Taysom Hill",NO,"TE38","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+33","+4.6","50% (4/8)"
"315",11,"Diontae Johnson",FA,"WR111","-","Coach Upside rating","Coach Bust rating","-","+28","-2.5","23% (3/13)"
"316",11,"Kimani Vidal",LAC,"RB93","12","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-1.6","11% (1/9)"
"317",11,"Samaje Perine",CIN,"RB94","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"318",11,"Khalil Herbert",FA,"RB95","-","Coach Upside rating","Coach Bust rating","-","-","-1.7","15% (2/13)"
"319",11,"Tyler Higbee",LAR,"TE39","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-7","-","-"
"320",11,"Tutu Atwell",LAR,"WR112","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"321",12,"Audric Estime",PHI,"RB96","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+54","-0.5","41% (5/12)"
"322",12,"Damien Martinez",SEA,"RB97","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"323",12,"Raheim Sanders",CLE,"RB98","9","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"324",12,"Oronde Gadsden II",LAC,"TE40","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-24","-","-"
"325",12,"Sincere McCormick",SF,"RB99","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-0.7","75% (3/4)"
"326",12,"Ben Sinnott",WAS,"TE41","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+41","-0.4","21% (3/14)"
"327",12,"Shedeur Sanders",CLE,"QB36","9","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-119","-","-"
"328",12,"A.J. Dillon",PHI,"RB100","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-57","-","-"
"329",12,"Tyler Conklin",LAC,"TE42","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-37","-","-"
"330",12,"Jordan Whittington",LAR,"WR113","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","+35","-","-"
"331",12,"Josh Reynolds",NYJ,"WR114","9","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"332",12,"Jason Myers",SEA,"K19","8","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-","+0.7","56% (9/16)"
"333",12,"Will Dissly",LAC,"TE43","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-0.1","42% (6/14)"
"334",12,"Miami Dolphins",MIA,"DST22","12","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-98","-1.9","31% (5/16)"
"335",12,"Noah Brown",WAS,"WR115","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"336",12,"Jalen Milroe",SEA,"QB37","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","+9","-","-"
"337",12,"AJ Barner",SEA,"TE44","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"338",12,"Brandon McManus",GB,"K20","5","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-114","+0.7","50% (5/10)"
"339",12,"KaVontae Turpin",DAL,"WR116","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"340",12,"Jaylin Lane",WAS,"WR117","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"341",12,"Michael Mayer",LV,"TE45","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"342",12,"New York Giants",NYG,"DST23","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","1 out of 5 stars","-126","-2.4","25% (4/16)"
"343",12,"Isaiah Bond",CLE,"WR118","9","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"344",12,"Cam Little",JAC,"K21","8","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-155","+0.1","43% (7/16)"
"345",12,"Dawson Knox",BUF,"TE46","7","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"346",12,"KeAndre Lambert-Smith",LAC,"WR119","12","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-20","-","-"
"347",12,"Olamide Zaccheaus",CHI,"WR120","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"348",12,"Demarcus Robinson",SF,"WR121","14","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-0.3","31% (5/16)"
"349",12,"Kalel Mullings",TEN,"RB101","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"350",12,"Zack Moss",FA,"RB102","-","Coach Upside rating","Coach Bust rating","-","-","-1.9","37% (3/8)"
"351",12,"John Metchie III",PHI,"WR122","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","+0.5","33% (4/12)"
"352",12,"Gabe Davis",FA,"WR123","-","Coach Upside rating","Coach Bust rating","-","-","-3.3","10% (1/10)"
"353",12,"Tai Felton",MIN,"WR124","6","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"354",12,"Luke Musgrave",GB,"TE47","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"355",12,"Jake Moody",SF,"K22","14","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-113","+0.5","38% (5/13)"
"356",12,"Chimere Dike",TEN,"WR125","10","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"357",12,"LeQuint Allen Jr.",JAC,"RB103","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"358",12,"Austin Hooper",NE,"TE48","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"359",12,"Curtis Samuel",BUF,"WR126","7","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"360",12,"Gunnar Helm",TEN,"TE49","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"361",12,"Savion Williams",GB,"WR127","5","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"362",12,"Kirk Cousins",ATL,"QB38","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-98","-1.8","18% (3/16)"
"363",12,"Marquez Valdes-Scantling",SF,"WR128","14","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"364",12,"Mack Hollins",NE,"WR129","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"365",12,"Jahan Dotson",PHI,"WR130","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"366",12,"Washington Commanders",WAS,"DST24","12","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-165","-3.1","12% (2/16)"
"367",12,"Jameis Winston",NYG,"QB39","14","Coach Upside rating","Coach Bust rating","1 out of 5 stars","-","+2.9","60% (6/10)"
"368",12,"Cade Stover",HOU,"TE50","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"369",12,"Gus Edwards",FA,"RB104","-","Coach Upside rating","Coach Bust rating","-","-","-1.5","36% (4/11)"
"370",12,"Emari Demercado",ARI,"RB105","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"371",12,"Van Jefferson",TEN,"WR131","10","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-","-","-"
"372",12,"Zay Jones",ARI,"WR132","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"373",12,"Allen Lazard",NYJ,"WR133","9","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"374",12,"Luke Schoonmaker",DAL,"TE51","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"375",12,"Justin Tucker",FA,"K23","-","Coach Upside rating","Coach Bust rating","-","-","+0.4","50% (8/16)"
"376",12,"Dillon Gabriel",CLE,"QB40","9","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"377",13,"Josh Oliver",MIN,"TE52","6","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"378",13,"Jimmy Garoppolo",LAR,"QB41","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"379",13,"Greg Dortch",ARI,"WR134","8","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"380",13,"Tommy Tremble",CAR,"TE53","14","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"381",13,"Cam Akers",FA,"RB106","-","Coach Upside rating","Coach Bust rating","-","-","+0.6","43% (7/16)"
"382",13,"Jamari Thrash",CLE,"WR135","9","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"383",13,"Foster Moreau",NO,"TE54","11","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"384",13,"Hunter Renfrow",CAR,"WR136","14","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"385",13,"Tank Dell",HOU,"WR137","6","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-2.0","28% (4/14)"
"386",13,"Jeremy Ruckert",NYJ,"TE55","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"387",13,"Kyle Juszczyk",SF,"RB107","14","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"388",13,"Craig Reynolds",DET,"RB108","8","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"389",13,"Donovan Edwards",WAS,"RB109","12","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"390",13,"Julius Chestnut",TEN,"RB110","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"391",13,"Jeremy McNichols",WAS,"RB111","12","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"392",13,"JuJu Smith-Schuster",KC,"WR138","10","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"393",13,"Arian Smith",NYJ,"WR139","9","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"394",13,"Indianapolis Colts",IND,"DST25","11","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-42","-3.6","18% (3/16)"
"395",13,"Tyrod Taylor",NYJ,"QB42","9","Coach Upside rating","Coach Bust rating","5 out of 5 stars","-","-","-"
"396",13,"Atlanta Falcons",ATL,"DST26","5","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-","-2.5","18% (3/16)"
"397",13,"Chad Ryland",ARI,"K24","8","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"398",13,"Grant Calcaterra",PHI,"TE56","9","Coach Upside rating","Coach Bust rating","3 out of 5 stars","-","-","-"
"399",13,"Joe Milton III",DAL,"QB43","10","Coach Upside rating","Coach Bust rating","2 out of 5 stars","-","-","-"
"400",13,"Stone Smartt",NYJ,"TE57","9","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-","-","-"
"401",13,"Trey Sermon",PIT,"RB112","5","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-0.6","37% (6/16)"
"402",13,"Kalif Raymond",DET,"WR140","8","Coach Upside rating–No rating available","Coach Bust rating–No rating available","3 out of 5 stars","-","-","-"
"403",13,"Dare Ogunbowale",HOU,"RB113","6","Coach Upside rating–No rating available","Coach Bust rating–No rating available","2 out of 5 stars","-","-","-"
"404",13,"Jacob Cowing",SF,"WR141","14","Coach Upside rating","Coach Bust rating","4 out of 5 stars","-","-","-"
"405",13,"Mitchell Evans",CAR,"TE58","14","Coach Upside rating–No rating available","Coach Bust rating–No rating available","4 out of 5 stars","-","-","-"
