PlayerName,Team,Pos,RANK,AVG,The Athletic,Baseball America,Baseball HQ,Baseball Prospectus,CBS Sports,Dynasty Dugout,ESPN,Fangraphs,Fantasy Alarm,Fantasy Six Pack,Fantrax HQ,Just Baseball,MLB Pipeline,NBC Sports,Pitcher List,Prospect361,Prospects Live,Razzball,Rotoballer,Roto- Prospects,Rotowire,The Upside Prospect
"Crisantes, Demetrio",ARI,1B/2B/3B,142,154.737,Paywall,Paywall,Paywall,84,150,Paywall,Paywall,153,Paywall,Paywall,80,65,150,150,59,Paywall,Paywall,150,150,96,Paywall,85
"Fernandez, Yanquiel",COL,OF,143,155.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,170,150,150,150,225,Paywall,Paywall,150,150,95,Paywall,150
"Whisenhunt, Carson",SF,LHP,144,155.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,95,Paywall,Paywall,176,150,150,150,84,86,Paywall,150,150,Paywall,Paywall,150
"Dezenzo, Zach",HOU,1B/3B,145,157.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,154,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Briceno, Josue",DET,C/1B,146,157.737,Paywall,Paywall,Paywall,64,77,Paywall,Paywall,50,Paywall,Paywall,103,150,95,150,150,99,Paywall,87,65,Paywall,Paywall,150
"Francisca, Welbyn",CLE,2B/SS,147,157.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,88,Paywall,Paywall,151,88,150,150,225,Paywall,Paywall,82,99,Paywall,Paywall,150
"Klassen, George",LAA,RHP,148,158.579,Paywall,Paywall,Paywall,151,86,Paywall,Paywall,93,Paywall,Paywall,123,87,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cijntje, Jurrangelo",SEA,LHP/RHP,149,158.947,Paywall,Paywall,Paywall,91,150,Paywall,Paywall,153,Paywall,Paywall,167,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Santos, Winston",TEX,RHP,150,160.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,203,150,150,150,110,Paywall,Paywall,150,150,Paywall,Paywall,150
"Clifford, Ryan",NYM,1B/OF,151,161.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,138,150,150,150,225,Paywall,Paywall,150,150,91,Paywall,150
"Tibbs, James III",SF,OF,152,161.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,194,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Diaz, Yilber",ARI,RHP,153,162.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,73,Paywall,Paywall,180,150,150,150,225,Paywall,Paywall,150,150,81,Paywall,89
"Ashcraft, Braxton",PIT,RHP,154,162.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,60,Paywall,Paywall,140,150,150,150,115,Paywall,Paywall,150,150,Paywall,Paywall,86
"Saggese, Thomas",STL,2B,155,162.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,149,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Beavers, Dylan",BAL,OF,156,164.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,156,150,150,150,80,Paywall,Paywall,150,96,Paywall,Paywall,150
"Perales, Luis",BOS,RHP,157,164.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,188,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Wilken, Brock",MIL,3B,158,164.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,143,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Kayfus, C.J.",CLE,1B/OF,159,165.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,144,150,150,150,117,Paywall,Paywall,150,150,Paywall,Paywall,150
"Caldwell, Slade",ARI,OF,160,167.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,177,86,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Sloan, Ryan",SEA,RHP,161,168.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,216,150,150,100,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cavalli, Cade",WAS,RHP,162,168.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,195,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Jensen, Carter",KC,C,163,169.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,68,Paywall,Paywall,132,150,86,150,122,Paywall,Paywall,150,150,Paywall,Paywall,150
"Baez, Luis",HOU,OF,164,169.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,145,150,150,150,54,Paywall,Paywall,150,150,Paywall,Paywall,150
"Chace, Moises",PHI,RHP,165,170.211,Paywall,Paywall,Paywall,101,150,Paywall,Paywall,74,Paywall,Paywall,107,150,150,150,119,Paywall,Paywall,150,150,Paywall,Paywall,66
"Lindsey, Kellon",LAD,SS,166,172.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,208,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Meidroth, Chase",CHW,2B/3B/SS,167,172.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,173,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Jung, Jace",DET,2B/3B,168,172.842,Paywall,Paywall,Paywall,97,63,Paywall,Paywall,153,Paywall,Paywall,72,150,150,26,225,66,Paywall,99,150,Paywall,Paywall,70
"Bleis, Miguel",BOS,OF,169,174.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,237,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Soto, Charlee",MIN,RHP,170,174.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,124,99,150,150,88,Paywall,Paywall,150,150,Paywall,Paywall,150
"McDermott, Chayce",BAL,RHP,171,175.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,71,Paywall,Paywall,200,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Honeycutt, Vance",BAL,OF,172,175.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,190,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Mazur, Adam",MIA,RHP,173,176.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,223,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Wrobleski, Justin",LAD,LHP,174,177.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,245,150,150,150,225,93,Paywall,150,150,Paywall,Paywall,150
"Caba, Starlyn",MIA,SS,175,177.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,87,Paywall,Paywall,121,75,81,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Arias, Roderick",NYY,2B/SS,176,178.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,197,150,150,150,86,Paywall,Paywall,150,150,Paywall,Paywall,150
"Quintero, Eduardo",LAD,OF,177,178.789,Paywall,Paywall,Paywall,151,150,38,Paywall,153,Paywall,Paywall,157,150,150,150,225,Paywall,Paywall,150,150,68,Paywall,150
"Clarke, Denzel",ATH,OF,178,179.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,185,150,150,150,136,Paywall,Paywall,150,150,Paywall,Paywall,150
"Murphy, Owen",ATL,RHP,179,179.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,147,150,150,150,109,Paywall,Paywall,150,150,Paywall,Paywall,150
"Evans, Logan",SEA,RHP,180,180.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,228,150,150,150,225,Paywall,Paywall,150,150,80,Paywall,150
"Hackenberg, Drue",ATL,RHP,181,180.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,289,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Roden, Alan",TOR,OF,182,181.053,Paywall,Paywall,Paywall,151,100,Paywall,Paywall,153,Paywall,Paywall,152,150,150,150,124,Paywall,Paywall,150,150,Paywall,Paywall,150
"Hopkins, Brody",TB,RHP,183,181.789,Paywall,Paywall,Paywall,57,150,Paywall,Paywall,75,Paywall,Paywall,209,94,150,150,148,Paywall,Paywall,150,150,Paywall,Paywall,93
"Iriarte, Jairo",CHW,RHP,184,183.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,184,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Henderson, Logan",MIL,RHP,185,184.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,133,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Locklear, Tyler",SEA,1B,186,185.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,166,150,150,150,225,Paywall,Paywall,150,88,Paywall,Paywall,150
"Payne, Braylon",MIL,OF,187,185.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,269,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Davis, Chase",STL,OF,188,185.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,212,150,150,150,121,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ramos, Bryan",CHW,3B,189,185.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,217,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Groover, Gino",ARI,3B,190,186.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,206,150,150,150,64,Paywall,Paywall,93,150,Paywall,Paywall,150
"Cespedes, Yoeilin",BOS,2B/SS,191,186.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,104,150,150,150,225,Paywall,Paywall,94,79,Paywall,Paywall,88
"Peete, Tai",SEA,SS/OF,192,186.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,92,Paywall,Paywall,218,150,150,150,128,Paywall,Paywall,150,150,Paywall,Paywall,150
"Serna, Jared",MIA,2B/SS,193,186.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,236,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ritchie, J.R.",ATL,RHP,194,187.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,279,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Mayfield, Kash",SD,LHP,195,187.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,238,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Curet, Yoniel",TB,RHP,196,188.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,61,Paywall,Paywall,287,150,150,150,225,Paywall,Paywall,150,150,98,Paywall,94
"De Jesus Gonzalez, Josuar",SF,SS,197,188.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,165,150,150,150,225,Paywall,Paywall,150,94,Paywall,Paywall,150
"Bitonti, Eric",MIL,3B/SS,198,189.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,95,66,150,150,225,Paywall,Paywall,150,150,86,Paywall,150
"Morlando, PJ",MIA,OF,199,189.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,211,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,99
"Hampton, Chase",NYY,RHP,200,190.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,187,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Duno, Alfredo",CIN,C,201,191.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,29,Paywall,Paywall,160,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Tait, Eduardo",PHI,C,202,192.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,134,51,150,150,146,Paywall,Paywall,150,150,Paywall,Paywall,150
"Burkholder, Griffin",PHI,OF,203,193.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,178,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Taylor, Grant",CHW,RHP,204,194.421,Paywall,Paywall,Paywall,90,150,Paywall,Paywall,94,Paywall,Paywall,369,83,150,150,145,Paywall,Paywall,150,150,Paywall,Paywall,92
"Baumeister, Jackson",TB,RHP,205,194.579,Paywall,Paywall,Paywall,60,150,Paywall,Paywall,153,Paywall,Paywall,252,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Baez, Jesus",NYM,3B/SS,206,194.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,163,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Whitcomb, Shay",HOU,2B/3B/SS,207,195.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,186,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Culpepper, Kaelen",MIN,SS,208,196.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,202,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Muncy, Max",ATH,SS,209,197.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,310,150,150,150,140,Paywall,Paywall,150,150,Paywall,Paywall,150
"Gasser, Robert",MIL,LHP,210,197.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,196,150,150,95,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Boeve, Mike",MIL,1B/3B,211,198.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,261,150,150,150,93,Paywall,Paywall,150,150,Paywall,Paywall,150
"White, Tommy",ATH,3B,212,198.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,174,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Foscue, Justin",TEX,1B/2B/3B,213,199.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,258,150,150,150,225,69,Paywall,150,150,Paywall,Paywall,150
"Crooks, Jimmy",STL,C,214,199.632,Paywall,Paywall,Paywall,88,150,Paywall,Paywall,77,Paywall,Paywall,193,150,150,150,144,Paywall,Paywall,150,150,Paywall,Paywall,150
"Clemmey, Alex",WAS,LHP,215,199.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,210,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Messick, Parker",CLE,LHP,216,201.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,67,Paywall,Paywall,179,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,91
"Morris, Andrew",MIN,RHP,217,201.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,235,150,150,150,225,Paywall,Paywall,97,150,Paywall,Paywall,150
"Barnett, Mason",ATH,RHP,218,202.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,302,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Santana, Paulino",TEX,OF,219,203.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,267,150,150,93,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cabrera, Ricardo",CIN,3B/SS,220,205.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,270,150,150,150,112,Paywall,Paywall,150,150,Paywall,Paywall,150
"Adams, Luke",MIL,1B/3B,221,205.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,308,150,150,150,48,Paywall,Paywall,150,150,Paywall,Paywall,150
"Tidwell, Blade",NYM,RHP,222,206.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,259,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bolte, Henry",ATH,OF,223,207.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,231,150,150,150,72,Paywall,Paywall,150,150,Paywall,Paywall,150
"Rada, Nelson",LAA,OF,224,209.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,229,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Pena, Elian",NYM,SS,225,210.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,205,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cantillo, Joey",CLE,LHP,226,211.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,329,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Rodriguez, Yophery",MIL,OF,227,211.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,262,150,150,150,104,90,Paywall,150,150,Paywall,Paywall,150
"Stafura, Sammy",CIN,SS,228,211.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,282,150,150,150,137,Paywall,Paywall,150,150,Paywall,Paywall,150
"Moore, Malcolm",TEX,C,229,212.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,284,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"McGreevy, Michael",STL,RHP,230,212.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,336,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Level, Jhonny",SF,SS,231,215.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,207,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Monegro, Yordanny",BOS,RHP,232,216.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,375,150,150,150,76,Paywall,Paywall,150,150,Paywall,Paywall,150
"Alvarez, Nacho Jr.",ATL,2B/SS,233,216.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,192,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Warren, Will",NYY,RHP,234,216.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,65,Paywall,Paywall,254,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Doughty, Braylon",CLE,RHP,235,217.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,225,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Hess, Ben",NYY,RHP,236,217.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,256,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lee, Hao-Yu",DET,2B,237,218.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,327,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Pena, Luis",MIL,3B/SS,237,218.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,301,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Durbin, Caleb",MIL,2B/3B,239,218.526,Paywall,Paywall,Paywall,151,94,Paywall,Paywall,153,Paywall,Paywall,214,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bloss, Jake",TOR,RHP,240,218.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,66,Paywall,Paywall,181,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Nori, Dante",PHI,OF,240,218.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,244,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lesko, Dylan",TB,RHP,242,218.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,249,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cameron, Noah",KC,LHP,243,220.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,243,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Acosta, Max",MIA,2B/SS,244,220.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,248,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Raya, Marco",MIN,RHP,245,220.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,303,150,150,150,135,Paywall,Paywall,150,150,Paywall,Paywall,150
"Thomas, Jared",COL,1B/OF,246,221.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,268,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Hjerpe, Cooper",STL,LHP,247,222.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,299,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Garcia, Jhostynxon",BOS,OF,248,222.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,226,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Gonzalez, Gabriel",MIN,OF,249,223.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,322,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Mack, Joe",MIA,C,250,223.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,69,Paywall,Paywall,260,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Rodriguez, Cris",DET,OF,251,224.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,224,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Rodriguez, Hector",CIN,OF,252,225.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,313,150,150,150,125,Paywall,Paywall,150,150,Paywall,Paywall,150
"Pereira, Everson",NYY,OF,253,225.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,376,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Romo, Drew",COL,C,254,225.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,265,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Roby, Tekoah",STL,RHP,255,225.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,281,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Romero, Mikey",BOS,2B/SS,256,225.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,328,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Prielipp, Connor",MIN,LHP,257,226.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,311,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Aldegheri, Sam",LAA,LHP,258,226.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,221,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lugo, Matthew",LAA,OF,259,226.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,222,150,150,150,116,Paywall,Paywall,150,150,Paywall,Paywall,150
"Perdomo, Jose",ATL,SS,260,227.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,198,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cross, Gavin",KC,OF,261,227.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,201,150,150,150,225,100,Paywall,150,150,Paywall,Paywall,150
"Johnson, Ty",TB,RHP,262,227.895,Paywall,Paywall,Paywall,94,150,Paywall,Paywall,153,Paywall,Paywall,408,150,150,150,107,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ortiz, Abimelec",TEX,1B,263,229.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,399,150,150,150,225,Paywall,Paywall,48,150,Paywall,Paywall,150
"Head, Dillon",MIA,OF,264,229.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,433,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Osuna, Alejandro",TEX,OF,265,230.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,215,150,150,150,225,Paywall,Paywall,150,89,Paywall,Paywall,150
"Severino, Jhonny",PIT,3B/SS,266,230.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,271,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Barco, Hunter",PIT,LHP,267,234.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,250,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bautista, Yorger",SEA,OF,267,234.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,272,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Perez, Jeral",CHW,2B/SS,269,234.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,404,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"McLean, Nolan",NYM,RHP,270,234.789,Paywall,Paywall,Paywall,74,150,Paywall,Paywall,153,Paywall,Paywall,286,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Harrison, Trevor",TB,RHP,270,234.789,Paywall,Paywall,Paywall,89,150,Paywall,Paywall,153,Paywall,Paywall,246,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Abel, Mick",PHI,RHP,272,235.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,247,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Madden, Ty",DET,RHP,273,235.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,317,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Hassell, Robert III",WAS,OF,274,235.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,318,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Burke, Blake",MIL,1B,275,235.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,314,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Rojas, Kendry",TOR,LHP,276,236.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,291,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Hunt, K.C.",MIL,RHP,277,236.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,168,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
