"ID","Player","Team","Position","Status","Roster Status","Age","Salary","Contract","Score","Ros","+/-"
"*04pvu*","Stephen Kolek","SD","SP,RP","SML","Active","28","12","1st","57.65","35%","-6.1%"
"*05uy5*","AJ Smith-Shawver","ATL","SP","LIL","Inj Res","22","17","2025","57.55","53%","-17.2%"
"*04yid*","Ryne Nelson","ARI","SP,RP","NJ","Active","27","5","1st","57.55","47%","+3%"
"*05ahg*","Austin Wells","NYY","C","LRB","Active","25","8","2026","57.53","87%","+0.4%"
"*05ybv*","Jackson Holliday","BAL","2B,SS","FLA","Active","21","10","2nd","57.48","98%","+0.2%"
"*03d6n*","Erick Fedde","STL","SP","WEQ","Active","32","6","1st","57.39","76%","-2.8%"
"*03yrz*","William Contreras","MIL","C,OF","LRB","Active","27","30","4th","57.25","99%","-0.1%"
"*04ru7*","Miguel Vargas","CHW","1B,3B,OF","TWN","Active","25","8","3rd","57.18","75%","-1.5%"
"*0311c*","Devin Williams","NYY","RP","SML","Active","30","24","2nd","57.13","92%","+2.4%"
"*04eld*","J.P. Sears","ATH","SP","MCM","Active","29","1","1st","57.1","60%","-12%"
"*0473m*","Zach McKinstry","DET","2B,3B,SS,OF","ROX","Active","30","12","1st","57.09","67%","-1.9%"
"*026mq*","Tyler Anderson","LAA","SP","RR","Active","35","5","1st","57.06","66%","-1.2%"
"*04eig*","Jose Caballero","TB","2B,3B,SS,OF","LIL","Active","28","5","2nd","56.94","76%","+0.5%"
"*0310z*","J.P. Crawford","SEA","SS","LEX","Active","30","1","1st","56.81","58%","+1.9%"
"*041sq*","Tommy Edman","LAD","2B,OF","SML","Active","30","19","1st","56.79","97%","-0.5%"
"*02bq2*","Brandon Nimmo","NYM","OF","ECH","Active","32","6","2025","56.74","93%","+0.4%"
"*03qjv*","Harrison Bader","MIN","OF","ROX","Active","31","5","1st","56.69","31%","-1.5%"
"*01uc9*","Nick Castellanos","PHI","OF","LIL","Active","33","17","1st","56.55","96%","-0.5%"
"*05gsi*","Ceddanne Rafaela","BOS","2B,SS,OF","WEQ","Active","24","17","1st","56.52","83%","+4.2%"
"*01svz*","Kenley Jansen","LAA","RP","SHS","Active","37","19","1st","56.42","74%","-0.1%"
"*04pmq*","Braxton Ashcraft","PIT","SP","ISO","Active","25","5","1st","56.29","25%","+0.4%"
"*02h9r*","Miles Mikolas","STL","SP","MFR","Active","36","5","1st","56.2","48%","-1%"
"*03d7h*","Mitch Keller","PIT","SP","NJ","Active","29","6","2027","56.15","91%","+0.2%"
"*04o4s*","Shea Langeliers","ATH","C","ECH","Active","27","17","2nd","55.99","96%","-1.6%"
"*06491*","Orion Kerkering","PHI","RP","MCM","Active","24","10","2nd","55.97","43%","-0.2%"
"*051z5*","Daysbel Hernandez","ATL","RP","LIL","Inj Res","28","5","1st","55.93","11%","-2%"
"*03m6o*","Yandy Diaz","TB","1B","ISO","Active","33","20","1st","55.83","85%","-0.6%"
"*04alq*","Pavin Smith","ARI","1B,OF","TSN","Active","29","1","1st","55.73","46%","-3.5%"
"*03nru*","Jesus Sanchez","MIA","OF","ISO","Active","27","4","1st","55.47","56%","+5.7%"
"*06in4*","Hyeseong Kim","LAD","2B,SS,OF","LIL","Active","26","14","1st","55.45","60%","+0.9%"
"*024m0*","Jose Altuve","HOU","2B,OF","MCM","Active","35","33","1st","55.18","99%","-0.1%"
"*041v6*","Tony Gonsolin","LAD","SP","LIL","Active","31","16","1st","55.14","54%","-9.9%"
"*03btu*","Willi Castro","MIN","2B,3B,SS,OF","ISO","Active","28","3","2nd","55.03","75%","+9.1%"
"*04ml0*","Yusei Kikuchi","LAA","SP","MFR","Active","33","2","2026","54.95","89%","+0.2%"
"*03nri*","Lourdes Gurriel Jr.","ARI","OF","NJ","Active","31","3","2025","54.94","85%","+0.4%"
"*04q56*","Logan OHoppe","LAA","C","KEN","Active","25","8","3rd","54.72","95%","-0.9%"
"*0514f*","Hayden Wesneski","HOU","SP,RP","TWN","Inj Res","27","8","3rd","54.6","30%","-1.5%"
"*0512q*","Justin Slaten","BOS","RP","MCM","Inj Res","27","5","1st","54.5","22%","-2.5%"
"*03nmw*","Ian Happ","CHC","OF","TWN","Active","30","29","1st","54.46","97%","-0.3%"
"*05y6w*","Hunter Dobbins","BOS","SP","LRB","Active","25","5","1st","54.44","26%","-2.1%"
"*04aee*","Jo Adell","LAA","OF","KEN","Active","26","6","1st","54.31","51%","+14.8%"
"*0648z*","Victor Scott","STL","OF","SML","Active","24","14","1st","54.1","71%","-4.3%"
"*03aac*","Walker Buehler","BOS","SP","SML","Active","30","8","2nd","53.76","91%","-3.2%"
"*0414g*","Luis Garcia Jr.","WSH","2B","ISO","Active","25","7","2nd","53.66","88%","+0.5%"
"*05ua7*","Jackson Merrill","SD","OF","RR","Active","22","10","2nd","53.48","100%","0%"
"*06bs4*","Daniel Schneemann","CLE","2B,3B,SS,OF","LRB","Active","28","5","1st","53.43","30%","-2.8%"
"*0317o*","Jeff McNeil","NYM","2B,OF","TWN","Active","33","5","1st","53.39","36%","+2.4%"
"*052ru*","Josh Smith","TEX","1B,2B,3B,SS,OF","SHS","Active","27","3","1st","53.37","63%","-1.1%"
"*03qml*","Dylan Moore","SEA","1B,2B,3B,SS,OF","MFR","Active","32","7","1st","53.3","69%","-8.6%"
"*03e5m*","Bryan Reynolds","PIT","OF","LIL","Active","30","29","1st","53.3","95%","+0.1%"
"*04c0o*","Jose Soriano","LAA","SP","ISO","Active","26","8","1st","53.16","71%","-1.5%"
"*03deg*","Justin Steele","CHC","SP","MFR","Inj Res","29","6","2027","53.05","65%","-0.5%"
"*0630d*","Drake Baldwin","ATL","C","MCM","Active","24","10","1st","53.05","56%","-0.8%"
"*04qii*","Addison Barger","TOR","3B,OF","YRK","Active","25","12","1st","53.04","68%","+15.7%"
"*026l1*","Lance McCullers Jr.","HOU","SP","LIL","Active","31","6","2025","52.99","69%","+10%"
"*01s8u*","Mike Trout","LAA","OF","FLA","Active","33","43","1st","52.94","99%","0%"
"*05rfu*","Kyle Manzardo","CLE","1B","LRB","Active","24","10","2nd","52.93","72%","-4.8%"
"*05yj1*","Nolan Schanuel","LAA","1B","WEQ","Active","23","4","1st","52.73","66%","+0.1%"
"*050vn*","Quinn Priester","MIL","SP","RR","Active","24","5","2nd","52.67","30%","+5.1%"
"*05rks*","Luis Mey","CIN","RP","ISO","Minors","23","6","1st","52.65","11%","-5.1%"
"*03whq*","Ty France","MIN","1B","WEQ","Active","30","5","1st","52.65","44%","+0.6%"
"*04naz*","Tyler Holton","DET","SP,RP","MCM","Active","28","8","2nd","52.55","25%","-0.9%"
"*05rb0*","Jackson Jobe","DET","SP,RP","RR","Active","22","10","1st","52.52","88%","-3.8%"
"*04p10*","Bryson Stott","PHI","2B","NJ","Active","27","13","2026","52.43","95%","-1.3%"
"*03aqv*","Raisel Iglesias","ATL","RP","ECH","Active","35","38","1st","52.32","87%","-3.3%"
"*0518s*","Ryan Gusto","HOU","SP,RP","ROX","Active","26","7","1st","52.29","24%","-1.2%"
"*05gww*","Cade Horton","CHC","SP","SHS","Active","23","8","1st","51.97","69%","+0.6%"
"*02btx*","Tyler Glasnow","LAD","SP","ROX","Inj Res","31","50","2nd","51.96","97%","-0.3%"
"*02hhj*","Ryne Stanek","NYM","RP","TSN","Active","33","5","1st","51.81","5%","-0.1%"
"*041xv*","Nathaniel Lowe","WSH","1B","SML","Active","29","20","1st","51.71","83%","-2.7%"
"*05133*","Andre Pallante","STL","SP","KEN","Active","26","6","1st","51.31","52%","-0.1%"
"*05xop*","Cade Povich","BAL","SP","WEQ","Active","25","1","1st","51.18","37%","+0.1%"
"*05ynb*","Liam Hicks","MIA","C,1B","TSN","Active","26","5","1st","51.02","12%","+1.7%"
"*01sy3*","Nolan Arenado","STL","3B","RR","Active","34","19","1st","50.81","95%","-0.8%"
"*0312v*","Mike Tauchman","CHW","OF","LRB","Active","34","6","1st","50.75","35%","+3.8%"
"*03fi0*","Ozzie Albies","ATL","2B","SHS","Active","28","29","1st","50.64","99%","-0.1%"
"*025gb*","Xander Bogaerts","SD","2B,SS","SML","Active","32","11","2nd","50.61","94%","-0.9%"
"*01fhm*","Martin Perez","CHW","SP","RR","Inj Res","34","18","1st","50.57","24%","-0.8%"
"*05jr0*","Alec Burleson","STL","1B,OF","KEN","Active","26","12","1st","50.43","65%","+0.3%"
"*04qnd*","Noelvi Marte","CIN","3B","YRK","Inj Res","23","10","2nd","50.36","73%","-0.4%"
"*041ai*","Gavin Lux","CIN","2B,3B,OF","WEQ","Active","27","9","1st","50.34","65%","-3.3%"
"*047l7*","Luis Robert Jr.","CHW","OF","SHS","Active","27","20","5th","50.28","93%","-1.8%"
"*064ny*","Zach Agnos","COL","RP","LIL","Active","24","6","1st","50.22","13%","+0.5%"
"*03ab0*","Luis Severino","ATH","SP","MFR","Active","31","12","2026","50.12","84%","-3.5%"
"*05itb*","Randy Vasquez","SD","SP","WEQ","Active","26","5","1st","50.08","29%","-8.4%"
"*031dw*","Mike Yastrzemski","SF","OF","MFR","Active","34","5","1st","50.04","52%","-8.8%"
"*026mn*","Javier Baez","DET","2B,3B,SS,OF","ROX","Active","32","6","1st","50.03","57%","-12.7%"
"*03dp8*","Ramon Laureano","BAL","OF","RR","Active","30","12","1st","49.99","13%","+1.5%"
"*02bve*","Blake Treinen","LAD","RP","RR","Active","36","1","1st","49.76","35%","-0.5%"
"*05gx4*","Dillon Dingler","DET","C","SHS","Active","26","10","1st","49.72","41%","+5.2%"
"*04z6m*","Agustin Ramirez","MIA","C,1B","YRK","Active","23","8","1st","49.45","73%","+0.8%"
"*03aoy*","Sean Murphy","ATL","C","RR","Active","30","15","5th","49.4","62%","-2.1%"
"*062ob*","Jose Ferrer","WSH","RP","MFR","Active","25","2","1st","49.28","10%","-0.3%"
"*0648n*","Chase Meidroth","CHW","2B,3B,SS","SML","Active","23","11","1st","49.09","61%","-1.9%"
"*03qmr*","Nathan Lukes","TOR","OF","TSN","Active","30","9","1st","49","10%","-0.1%"
"*04ppi*","Kody Clemens","MIN","1B,2B,OF","ECH","Active","29","12","1st","48.94","24%","-4.9%"
"*04s1g*","Gabriel Moreno","ARI","C","ISO","Active","25","17","1st","48.75","62%","-0.5%"
"*03wha*","Ronald Acuna Jr.","ATL","OF","SML","Active","27","44","1st","48.72","99%","0%"
"*03xs3*","Miguel Amaya","CHC","C","FLA","Inj Res","26","1","2nd","48.68","29%","-0.8%"
"*04y44*","Josh Jung","TEX","3B","FLA","Active","27","8","3rd","48.67","90%","-1.4%"
"*03df0*","Jose Trevino","CIN","C","ISO","Active","32","8","1st","48.65","12%","-0.1%"
"*04pks*","Matt McLain","CIN","2B,SS","MFR","Active","25","15","2025","48.54","91%","-2.9%"
"*031b3*","Isiah Kiner-Falefa","PIT","2B,3B,SS","LEX","Active","30","10","1st","48.52","46%","+1.7%"
"*05uy4*","Dylan Dodd","ATL","RP","LRB","Minors","27","8","1st","48.37","3%","+0.1%"
"*03qmh*","Jake Cronenworth","SD","1B,2B","MCM","Active","31","17","1st","47.95","81%","-1.9%"
"*03pdw*","Andrew Benintendi","CHW","OF","ROX","Active","30","1","1st","47.91","36%","-0.3%"
"*01c1g*","Andrew McCutchen","PIT","OF,UT","KEN","Active","38","5","1st","47.9","21%","+0.1%"
"*04n8z*","Xavier Edwards","MIA","2B,SS","ECH","Active","25","5","2nd","47.9","86%","-0.7%"
"*02i3o*","Aaron Nola","PHI","SP","KEN","Inj Res","32","42","2nd","47.8","97%","-0.2%"
"*03di6*","Jordan Romano","PHI","RP","MFR","Active","32","19","1st","47.61","73%","-3.5%"
"*02brf*","Jorge Lopez","(N/A)","RP","MFR","Active","32","1","1st","47.45","6%","-3.5%"
"*03mew*","Luis Arraez","SD","1B,2B","RR","Active","28","6","2025","47.39","97%","-0.3%"
"*0316v*","Jake Bauers","MIL","1B,OF","TWN","Active","29","5","1st","47.38","7%","-0.4%"
"*04y8z*","Erik Miller","SF","SP,RP","LEX","Active","27","5","1st","47.37","11%","-0.1%"
"*05js3*","Kyle Harrison","SF","SP","LIL","Active","23","10","2nd","47.17","59%","0%"
"*01s9k*","Starling Marte","NYM","OF","YRK","Active","36","5","1st","47.12","22%","+1.8%"
"*04o78*","Matt Wallner","MIN","OF","FLA","Inj Res","27","5","2nd","46.86","60%","+0.3%"
"*04pmu*","Ryan Jeffers","MIN","C,OF","MCM","Active","28","5","2027","46.73","50%","-1.4%"
"*04pmp*","Simeon Woods-Richardson","MIN","SP","ECH","Minors","24","8","2nd","46.7","28%","-0.6%"
"*029si*","Eduardo Rodriguez","ARI","SP","TWN","Inj Res","32","3","1st","46.48","47%","+1.3%"
"*04q2n*","Adley Rutschman","BAL","C","ROX","Active","27","20","4th","46.48","99%","+0.2%"
"*05jrh*","Colt Keith","DET","1B,2B,3B","LRB","Active","23","8","2nd","46.31","67%","-1.7%"
"*06f0q*","Kristian Campbell","BOS","2B,SS,OF","TWN","Active","22","10","1st","46.19","89%","-2.1%"
"*05zh9*","Luke Keaschall","MIN","2B","YRK","Inj Res","22","10","1st","46.14","47%","-0.2%"
"*04mn5*","Alec Bohm","PHI","1B,3B","RUM","Active","28","15","5th","46.1","93%","-0.7%"
"*0622w*","Chandler Simpson","TB","OF","NJ","Minors","24","10","1st","45.92","62%","-6%"
"*04yie*","George Kirby","SEA","SP","RR","Active","27","30","4th","45.91","98%","-0.2%"
"*04q0o*","Romy Gonzalez","BOS","1B,2B,3B,SS","ROX","Inj Res","28","6","1st","45.73","17%","+5.1%"
"*04efc*","Tyler Freeman","COL","2B,3B,OF","ECH","Active","26","11","1st","45.7","14%","+5.1%"
"*066cf*","Zebby Matthews","MIN","SP","NJ","Active","25","13","2nd","45.61","64%","-1.1%"
"*04t3y*","Alejandro Kirk","TOR","C","TSN","Active","26","18","2nd","45.5","47%","+7%"
"*0310n*","Ryan McMahon","COL","3B","LRB","Active","30","18","1st","45.38","59%","-2.6%"
"*02bu9*","Marcus Semien","TEX","2B","NJ","Active","34","25","1st","45.32","92%","+2.3%"
"*0596e*","Dylan Crews","WSH","OF","ISO","Inj Res","23","10","1st","45.23","90%","-0.6%"
"*04t40*","Brayan Bello","BOS","SP","KEN","Active","26","4","1st","45.15","75%","-0.7%"
"*051am*","Easton Lucas","TOR","SP,RP","RR","Minors","28","17","1st","45.15","9%","-0.9%"
"*04azv*","Jake Burger","TEX","1B,3B","MFR","Active","29","6","2026","45.08","76%","-3.3%"
"*05yfi*","Colton Gordon","HOU","SP","TSN","Active","26","5","1st","44.86","15%","-0.2%"
"*02i3l*","Miguel Andujar","ATH","1B,3B,OF","TSN","Inj Res","30","8","1st","44.84","27%","-8.8%"
"*03yxh*","Cal Quantrill","MIA","SP","RR","Active","30","12","1st","44.78","19%","+2.5%"
"*0512v*","Michael Harris II","ATL","OF","LRB","Active","24","15","4th","44.77","96%","-0.9%"
"*02i11*","Jorge Soler","LAA","OF,UT","TWN","Active","33","3","2026","44.76","66%","-3.5%"
"*04mrn*","Bo Naylor","CLE","C","TWN","Active","25","8","3rd","44.75","34%","-0.8%"
"*0376h*","Tyler Alexander","CHW","SP,RP","ROX","Active","30","7","1st","44.63","6%","-1.6%"
"*05yj0*","Chase Dollander","COL","SP","LIL","Inj Res","23","8","1st","44.63","50%","+1%"
"*04y94*","Jonny Deluca","TB","OF","ISO","Inj Res","26","5","1st","44.58","27%","-0.7%"
"*000dp*","Justin Verlander","SF","SP","TSN","Active","42","11","2026","44.56","53%","-0.8%"
"*025ey*","Luke Jackson","TEX","RP","TSN","Active","33","14","1st","44.21","30%","-5.9%"
"*0510l*","Emerson Hancock","SEA","SP","LIL","Active","26","6","1st","44.11","29%","+0.4%"
"*0421k*","Bowden Francis","TOR","SP,RP","FLA","Active","29","5","1st","43.95","62%","-1.9%"
"*04efa*","Daulton Varsho","TOR","OF","LEX","Active","28","7","1st","43.76","52%","-5.6%"
"*05y2k*","Mason Montgomery","TB","RP","YRK","Active","24","6","1st","43.6","24%","-0.9%"
"*04an8*","Wenceel Perez","DET","OF,UT","MCM","Active","25","10","2nd","43.58","23%","+6.6%"
"*051aa*","Porter Hodge","CHC","RP","LRB","Inj Res","24","5","2nd","43.51","53%","-1.5%"
"*060jo*","Cam Smith","HOU","3B,OF","SML","Active","22","10","1st","43.38","63%","-2.1%"
"*03pix*","Tyler Stephenson","CIN","C","NJ","Active","28","15","5th","43.34","59%","+2.2%"
"*063vu*","Matt Shaw","CHC","2B,3B,SS","ECH","Active","23","10","1st","43.34","90%","0%"
"*0524l*","Yainer Diaz","HOU","C","SML","Active","26","12","2025","43.29","91%","-0.2%"
"*04alp*","Ernie Clement","TOR","1B,2B,3B,SS","ECH","Active","29","9","1st","43.05","42%","+6.1%"
"*05mre*","Spencer Strider","ATL","SP","LIL","Active","26","7","2028","43.05","99%","-0.2%"
"*04aq4*","Adolis Garcia","TEX","OF","SHS","Active","32","14","2025","43.04","89%","-3.9%"
"*04yib*","Brett Baty","NYM","2B,3B","TSN","Active","25","14","1st","42.93","47%","-3.2%"
"*04pbp*","Christopher Morel","TB","2B,3B,OF","WEQ","Active","25","10","2026","42.9","52%","-3.6%"
"*05vy6*","Bryce Miller","SEA","SP","FLA","Active","26","22","2026","42.84","94%","-1.2%"
"*03zcx*","Will Benson","CIN","OF","ROX","Active","26","5","1st","42.65","31%","-11.5%"
"*041ah*","Josh Lowe","TB","OF","RUM","Active","27","15","4th","42.18","86%","+0.2%"
"*04pkt*","J.T. Ginn","ATH","SP","SML","Inj Res","26","11","1st","42.09","18%","-0.3%"
"*03zcy*","Mark Vientos","NYM","3B","LRB","Inj Res","25","10","2nd","42.03","87%","-4.4%"
"*02mw3*","Christian Walker","HOU","1B","YRK","Active","34","6","2027","41.98","92%","-0.9%"
"*05y0j*","Spencer Arrighetti","HOU","SP","NJ","Inj Res","25","13","1st","41.84","81%","-0.5%"
"*062k5*","Nick Kurtz","ATH","1B","KEN","Active","22","10","1st","41.5","73%","+0.1%"
"*04tk1*","Slade Cecconi","CLE","SP","YRK","Active","25","8","1st","41.38","27%","-11.5%"
"*03vcw*","Jordan Hicks","SF","SP","TWN","Inj Res","28","8","1st","41.34","30%","-2%"
"*03atq*","Willy Adames","SF","SS","LIL","Active","29","22","2nd","41.28","94%","-2%"
"*04y95*","JJ Bleday","ATH","OF","RR","Active","27","10","2nd","40.98","51%","-3.9%"
"*025i9*","J.T. Realmuto","PHI","C","MFR","Active","34","19","1st","40.88","83%","-3.2%"
"*05yav*","David Festa","MIN","SP","WEQ","Minors","25","14","1st","40.43","58%","+7.9%"
"*04nx3*","Jonathan India","KC","2B,3B,OF","TWN","Active","28","19","1st","40.26","73%","-0.5%"
"*06fqx*","Seth Halvorsen","COL","RP","KEN","Active","25","5","1st","40.19","18%","-0.3%"
"*050s0*","Kyren Paris","LAA","2B,OF","WEQ","Minors","23","8","1st","40.03","23%","-4.1%"
"*05tce*","Connor Norby","MIA","3B","MCM","Active","25","8","2nd","39.92","66%","-3.5%"
"*03btv*","Sandy Alcantara","MIA","SP","SML","Active","29","1","2nd","39.78","85%","-0.7%"
"*04emu*","Eric Wagaman","MIA","1B,3B,OF","ROX","Active","27","13","1st","39.45","27%","-1.1%"
"*041e2*","Mickey Moniak","COL","OF","TSN","Active","27","5","1st","39.34","12%","-0.8%"
"*02i2q*","Carlos Correa","MIN","SS","SML","Active","30","25","1st","39.31","76%","-0.8%"
"*04eer*","Drew Waters","KC","OF","ROX","Active","26","7","1st","39.19","11%","-0.3%"
"*0512e*","Spencer Steer","CIN","1B,OF","LRB","Active","27","8","3rd","39.13","80%","-2.5%"
"*04mn2*","Griffin Conine","MIA","OF","RR","Inj Res","27","9","1st","39.02","14%","-0.3%"
"*031b2*","Jonah Heim","TEX","C","RUM","Active","29","6","2025","38.58","46%","-2.2%"
"*026lz*","Josh Bell","WSH","1B","NJ","Active","32","5","1st","38.52","34%","-0.9%"
"*04de0*","Ramon Urias","BAL","2B,3B","WEQ","Active","31","6","1st","38.38","9%","-0.2%"
"*05gdz*","Roki Sasaki","LAD","SP","FLA","Inj Res","23","10","1st","38.25","92%","-0.2%"
"*05135*","Jake Mangum","TB","OF","ECH","Active","29","17","1st","38.15","37%","-1.3%"
"*05131*","Tyler Fitzgerald","SF","2B,SS","WEQ","Active","27","10","2nd","37.69","62%","-4.5%"
"*02mw6*","Corey Seager","TEX","SS","MFR","Active","31","51","1st","37.53","99%","-0.1%"
"*05y4b*","Caleb Durbin","MIL","2B,3B","TSN","Active","25","8","1st","37.34","45%","-0.9%"
"*02zif*","Ryan Pressly","CHC","RP","WEQ","Active","36","11","1st","37.18","43%","-2.9%"
"*0311f*","Victor Caratini","HOU","C,1B","MFR","Active","31","5","1st","37.08","9%","-0.6%"
"*04yig*","Brooks Lee","MIN","2B,3B,SS","RUM","Active","24","10","2nd","36.72","43%","-1.2%"
"*04pmw*","Alek Thomas","ARI","OF","TWN","Active","25","5","1st","36.57","20%","-2%"
"*04mra*","Ezequiel Tovar","COL","SS","YRK","Active","23","6","2025","36.38","85%","-3%"
"*04ydd*","Angel Martinez","CLE","2B,OF","FLA","Active","23","5","1st","36.33","18%","-0.9%"
"*04fyo*","Ronny Mauricio","NYM","2B,3B,SS","TSN","Active","24","10","1st","36.19","52%","+14.4%"
"*031el*","Danny Jansen","TB","C","WEQ","Active","30","6","2026","36.16","16%","-0.2%"
"*05tuw*","Trey Sweeney","DET","SS","NJ","Active","25","5","2nd","36.14","34%","-3.8%"
"*0514k*","Pedro Pages","STL","C,1B,2B","SHS","Active","26","5","1st","36.07","11%","0%"
"*01u75*","Salvador Perez","KC","C,1B","LEX","Active","35","16","2025","36.04","92%","-0.5%"
"*0641c*","Zach Dezenzo","HOU","1B,OF","RUM","Active","25","10","1st","35.77","20%","-1.4%"
"*041qr*","Aaron Civale","MIL","SP","TWN","Active","29","1","1st","35.62","50%","-0.2%"
"*06ala*","Osvaldo Bido","ATH","SP","TWN","Active","29","1","1st","35.59","17%","-1.5%"
"*03pzn*","Andres Gimenez","TOR","2B","FLA","Active","26","15","2026","35.51","79%","-1.5%"
"*02i37*","Lucas Giolito","BOS","SP","RUM","Active","30","1","1st","35.39","59%","-2.5%"
"*0513l*","Brenton Doyle","COL","OF","ECH","Active","27","9","2nd","35.06","86%","-2.7%"
"*05rav*","Richard Fitts","BOS","SP","KEN","Minors","25","1","1st","34.91","32%","-10.1%"
"*05wxw*","Gordon Graceffo","STL","SP,RP","ROX","Active","25","8","1st","34.31","10%","-0.8%"
"*04pvl*","Mike Burrows","PIT","SP,RP","KEN","Active","25","10","1st","34.3","18%","+1.2%"
"*04ok3*","Michael Toglia","COL","1B","KEN","Active","26","6","2nd","34.07","47%","-8.2%"
"*04pmd*","Gunnar Hoglund","ATH","SP","LRB","Inj Res","25","8","1st","34.06","25%","-9.1%"
"*04z6k*","Luisangel Acuna","NYM","2B,3B,SS,OF","TSN","Active","23","8","1st","33.98","49%","-2.8%"
"*03rmz*","Keibert Ruiz","WSH","C","ROX","Active","26","15","4th","33.88","69%","-3.6%"
"*05xor*","Christian Encarnacion-Strand","CIN","1B,3B","TSN","Inj Res","25","21","1st","33.4","71%","+12.7%"
"*041ts*","Luke Raley","SEA","1B,2B,OF","SHS","Inj Res","30","8","1st","33.38","34%","-0.3%"
"*05gbf*","Jordan Walker","STL","OF","FLA","Active","23","10","3rd","33.2","55%","-1.4%"
"*05ojj*","Matt Mervis","MIA","1B","NJ","Minors","27","8","1st","33.06","15%","-4.4%"
"*041q8*","Brandon Marsh","PHI","OF","LIL","Active","27","5","1st","33.02","32%","-1.8%"
"*02z0t*","Michael Conforto","LAD","OF","MFR","Active","32","2","2nd","32.23","35%","-2.2%"
"*01sfi*","DJ LeMahieu","NYY","1B,2B,3B","ECH","Active","36","10","1st","32.08","12%","-1.1%"
"*03pjl*","Ryan Mountcastle","BAL","1B","LIL","Active","28","14","1st","32.02","52%","-2.6%"
"*05y9r*","Justin Wrobleski","LAD","SP","ISO","Minors","24","6","2nd","31.91","18%","+2.1%"
"*04355*","Yordan Alvarez","HOU","OF","YRK","Inj Res","27","30","6th","31.74","99%","-0.1%"
"*05wxy*","Kyle Teel","CHW","C","FLA","Minors","23","10","1st","31.69","56%","+10.1%"
"*04yic*","Matthew Lugo","LAA","OF","FLA","Active","24","6","1st","31.33","11%","-3.1%"
"*02bqr*","Blake Snell","LAD","SP","ROX","Inj Res","32","29","2025","31.12","98%","0%"
"*03pzo*","Leody Taveras","SEA","OF","FLA","Active","26","5","1st","30.99","17%","-1.4%"
"*04qnc*","Francisco Alvarez","NYM","C","KEN","Active","23","8","3rd","30.8","64%","-2.2%"
"*04mn4*","Joey Bart","PIT","C","WEQ","Active","28","4","1st","30.65","33%","-2.4%"
"*01ub8*","Liam Hendriks","BOS","RP","SHS","Inj Res","36","7","1st","30.31","21%","-2.1%"
"*03djk*","Tanner Houck","BOS","SP","MFR","Inj Res","28","2","2027","30.1","60%","-1%"
"*04azu*","Kumar Rocker","TEX","SP","TSN","Active","25","21","2nd","29.82","68%","-0.8%"
"*041q6*","Nolan Jones","CLE","OF","RR","Active","27","5","2nd","29.74","39%","-0.6%"
"*04pmn*","Parker Meadows","DET","OF","MCM","Active","25","7","2nd","29.47","75%","+9.5%"
"*05ras*","Colton Cowser","BAL","OF","NJ","Active","25","10","2nd","29.46","90%","+0.8%"
"*02w16*","Anthony Santander","TOR","1B,OF","MCM","Inj Res","30","37","1st","29.41","88%","-2.7%"
"*04ai4*","Nolan Gorman","STL","1B,2B,3B","KEN","Active","25","15","4th","29.26","39%","-1.6%"
"*05un2*","Edgar Quero","CHW","C","SML","Active","22","16","1st","29.26","31%","-1.2%"
"*0596f*","Heston Kjerstad","BAL","OF","RUM","Active","26","8","2nd","28.79","44%","-2%"
"*0515v*","David Hamilton","BOS","2B,3B,SS","KEN","Active","27","5","2nd","28.63","17%","-1.3%"
"*05oxc*","Henry Davis","PIT","C","TSN","Active","25","10","3rd","28.42","19%","+1.2%"
"*05gsc*","Jordan Westburg","BAL","2B,3B","WEQ","Inj Res","26","12","2nd","27.85","95%","+0.3%"
"*004ee*","Max Scherzer","TOR","SP","RR","Inj Res","40","3","2nd","27.77","61%","+0.1%"
"*042af*","Enmanuel Valdez","PIT","1B,2B,OF","ECH","Inj Res","26","6","2nd","27.46","5%","-0.2%"
"*05gwz*","Bobby Miller","LAD","SP","LIL","Minors","26","10","3rd","27.43","44%","-0.7%"
"*03bin*","Nestor Cortes Jr.","MIL","SP","LRB","Inj Res","30","6","2026","27.14","59%","-0.5%"
"*03fhx*","Elias Diaz","SD","C","FLA","Active","34","5","1st","27.06","8%","-0.4%"
"*0513c*","Joey Ortiz","MIL","3B,SS","RUM","Active","26","8","2025","26.94","37%","-1.1%"
"*05mdt*","Evan Carter","TEX","OF","WEQ","Active","22","10","2nd","26.11","64%","-0.3%"
"*0597k*","Nick Gonzales","PIT","2B","TSN","Active","26","10","2nd","25.22","40%","+0.2%"
"*02yk4*","Tyler ONeill","BAL","OF","TSN","Inj Res","29","19","1st","25.22","71%","-0.8%"
"*041m3*","Forrest Whitley","HOU","RP","TWN","Active","27","10","1st","24.93","8%","-0.6%"
"*04psr*","David Fry","CLE","C,1B,OF","RR","Inj Res","29","6","2nd","24.38","24%","+0.4%"
"*04si2*","Andrew Vaughn","CHW","1B,2B","RR","Active","27","15","5th","24.32","35%","-1.5%"
"*02c4r*","Jon Berti","CHC","2B,3B,OF","LIL","Active","35","5","1st","23.35","9%","-0.9%"
"*04g7n*","Oswald Peraza","NYY","2B,3B,SS","MFR","Active","24","8","3rd","23.25","9%","-0.3%"
"*051dl*","Edouard Julien","MIN","2B,SS","LRB","Minors","26","5","1st","22.75","20%","-0.7%"
